original	translation	mean	scores	z_scores	z_mean	source_lang	target_lang
But it is a general decision and it is felt that in view of the reasons explained above, the licences for commercial colonies should be treated differently.	ஆனால், இது பொதுவான முடிவாகும். மேலே விளக்கப்பட்ட காரணங்களைக் கருத்தில் கொண்டு, வணிக காலனிகளுக்கான உரிமங்கள் வேறுவிதமாக நடத்தப்பட வேண்டும் என்று உணரப்படுகிறது.	98.0	[98,98,98]	[0.7524376846469182, 0.7825723401740775, 0.761363383411604]	0.7654578027441999	en	tamil
Dr. V.K. Nagpal conducted the post-mortem and gave report Exhibit-PH.	டாக்டர் வி. கே. நாக்பால் உடற்கூறு ஆய்வை நடத்தி, அறிக்கை சமர்ப்பித்தார்.	94.66666666666669	[98,90,96]	[0.7524376846469182, 0.34485708797922815, 0.6341013352513015]	0.5771320359591493	en	tamil
The Committee has with that objective recommended the following structure in place of the current management which is ill equipped to deal with issues of cricketing and non-cricketing management, thereby, adversely affecting its performance.	இந்தக் குறிக்கோளுடன், கிரிக்கெட் மற்றும் கிரிக்கெட் அல்லாத நிர்வாகப் பிரச்சினைகளைக் கையாளத் தகுதியில்லாத தற்போதைய நிர்வாகத்திற்குப் பதிலாக பின்வரும் கட்டமைப்பை இந்தக் குழு பரிந்துரைத்துள்ளது.	92.33333333333331	[98,87,92]	[0.7701532630221415, 0.16464325045314832, 0.43267010624338537]	0.4558222065728917	en	tamil
Learned counsel has referred to decision in reported in (1922)	கற்றறிந்த வழக்கறிஞர் (1922)-ல் தெரிவிக்கப்பட்ட முடிவை மேற்கோள் காட்டினார்.	93.33333333333331	[92,93,95]	[0.40163530963669947, 0.5090003075522966, 0.5704703111711503]	0.4937019761200488	en	tamil
The Labour Court has failed to take into account these important legal aspects of the case and has erroneously rejected the reference by answering the additional issue no.2 on the question of limitation which is totally irrelevant and not adjudicating the points of dispute on merits has rendered its award bad in law.	தொழிலாளர் நீதிமன்றம் இந்த வழக்கின் இந்த முக்கியமான சட்ட அம்சங்களைக் கணக்கில் எடுத்துக் கொள்ள தவறிவிட்டது, மேலும் வரம்பு குறித்த கேள்விக்கு பதில் அளிப்பதன் மூலம் இந்த குறிப்பை தவறாக நிராகரித்துள்ளது.	57.66666666666666	[45,70,58]	[-2.3463166279433474, -0.7494310425078954, -1.7838775797944464]	-1.6265417500818964	en	tamil
As per the High Court, 'the re-enactment of the said provision is possible in the event of a subsequent declaration made by the Hon'ble Supreme Court re-considering or pronouncing a similar question in terms of the findings in para 23 of the Golden Colour Lab's case.	உயர்நீதிமன்றத்தின் கூற்றுப்படி, கோல்டன் கலர் லேப் வழக்கில் பத்தி 23-ல் உள்ள கண்டுபிடிப்புகளின் அடிப்படையில் இதே போன்ற கேள்வியை உச்சநீதிமன்றம் மறுபரிசீலனை செய்யும் அல்லது அறிவிக்கும் பட்சத்தில், இந்த விதிமுறையை மீண்டும் இயற்றுவது சாத்தியமாகும்.	87.33333333333333	[96,80,86]	[0.6355035596435119, -0.20228697726433362, -0.0022089055502110488]	0.1436692256096557	en	tamil
The convenience of the parties does not necessarily mean the convenience of the petitioners alone who approached the court on misconceived notions of apprehension.	சந்தேகம் என்ற தவறான கருத்தை முன்வைத்து நீதிமன்றத்தை அணுகிய மனுதாரர்களின் வசதிக்காக மட்டுமே கட்சிகளின் வசதி என்று அர்த்தமாகாது.	84.66666666666667	[90,80,84]	[0.315785556224418, -0.24346678962193632, -0.07411771951753465]	-0.0005996509716843	en	tamil
Therefore, there is no escape from the conclusion that the impugned acquisition is ultra vires the provisions contained in of the Act.	எனவே, சட்டத்தில் உள்ள விதிமுறைகளுக்கு புறம்பான இந்த கையகப்படுத்தல் என்ற முடிவிலிருந்து தப்பிக்க முடியாது.	87.0	[90,85,86]	[0.2847011846332932, 0.07128505535744727, -0.0022089055502110488]	0.1179257781468431	en	tamil
The accepted applications shall be advertised within 14 days of acceptance.	ஏற்றுக் கொள்ளப்பட்ட விண்ணப்பங்கள் ஏற்றுக்கொள்ளப்பட்ட 14 நாட்களுக்குள் விளம்பரப்படுத்தப்பட வேண்டும்.	92.66666666666669	[90,94,94]	[0.315785556224418, 0.572753290528233, 0.5593670626836154]	0.4826353031454221	en	tamil
The Tribunal also declined to rely upon the appellant’s statement regarding his income and observed that his notional income could be taken as Rs.600/- per month.	மேல்முறையீட்டாளரின் வருமானம் குறித்த அறிக்கையின் மீது நம்பிக்கை வைக்க மறுத்த தீர்ப்பாயம், அவரது உத்தேச வருமானம் மாதத்திற்கு ரூ.	52.66666666666666	[36,70,52]	[-2.8725201904586752, -0.7494310425078954, -2.165663724275354]	-1.929204985747308	en	tamil
According to him, the law to be applied is a frame.	அவரது கூற்றுப்படி, ஒரு சட்டத்தை செயல்படுத்த வேண்டும்.	60.66666666666666	[90,30,62]	[0.2847011846332932, -2.9380073034821423, -1.5293534834738411]	-1.3942198674408968	en	tamil
I gave it to Manickam in Perambur and came back to my house……	அதை நான் பெரம்பூரில் உள்ள மாணிக்கத்திடம் கொடுத்து, எனது வீட்டுக்கு வந்தேன்......................................................................................................................................................................................	94.0	[98,90,94]	[0.7524376846469182, 0.34485708797922815, 0.506839287090999]	0.5347113532390485	en	tamil
Advantages of double transplantation	இரட்டை நடவு செய்வதால் ஏற்படும் நன்மைகள்	93.0	[90,95,94]	[0.2847011846332932, 0.6184291206010091, 0.506839287090999]	0.4699898641084337	en	tamil
Waterways	நீர்வழிப்பாதைகள்	98.33333333333331	[98,99,98]	[0.7524376846469182, 0.8372867466984337, 0.761363383411604]	0.7836959382523186	en	tamil
phosphorus (P D P, white lead), for information storage device, sensors, materials, ceramics for electronics devices and packaging, electronics waste management technologies and so on.	பாஸ்பரஸ் (பி. டி. பி., வெள்ளை ஈயம்), தகவல் சேமிப்பு சாதனம், சென்சார்கள், பொருட்கள், மின்னணு சாதனங்கள் மற்றும் பேக்கேஜிங்கிற்கான பீங்கான் பொருட்கள், மின்னணு கழிவு மேலாண்மை தொழில்நுட்பங்கள் மற்றும் பல.	92.0	[98,88,90]	[0.7524376846469182, 0.2354282749305158, 0.252315190770394]	0.4133937167826093	en	tamil
Insofar as the mental condition of the respondent-wife is concerned, based on the testimony of Dr. M. Veera Raghava Reddy-PW4, it was submitted that there was no likelihood of any improvement in her mental framework, inasmuch as, her improvement (as per the testimony of PW4) would be limited to 4-5%.	டாக்டர் எம். வீர ராகவா ரெட்டி-பி. டபிள்யூ. 4 சாட்சியத்தின் அடிப்படையில், அவரது மனநிலையில் எந்த முன்னேற்றமும் இல்லை என்று சமர்ப்பிக்கப்பட்டது, ஏனெனில், அவரது முன்னேற்றம் (பி. டபிள்யூ. 4 சாட்சியத்தின் படி) 4-5% வரை மட்டுமே இருக்கும்.	45.66666666666666	[40,50,47]	[-2.524012611261354, -1.9925098185151562, -2.4180114136617896]	-2.3115112811461	en	tamil
(e) xxxxxxxx	(உ) xxxxxxxxx	99.0	[98,100,99]	[0.7524376846469182, 0.8920011532227899, 0.8249944074917553]	0.8231444151204879	en	tamil
Section 11 of the Medical Council of India Act pertains to recognition of medical qualifications granted by universities or medical institutions in India.	இந்திய மருத்துவக் கவுன்சில் சட்டத்தின் பிரிவு 11, இந்தியாவில் உள்ள பல்கலைக்கழகங்கள் அல்லது மருத்துவ நிறுவனங்களால் வழங்கப்படும் மருத்துவ தகுதிகளுக்கு அங்கீகாரம் அளிப்பது தொடர்பானது.	95.66666666666669	[98,95,94]	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421	en	tamil
Based on the above findings, the High Court held that the I.A. filed by the First Respondent deserved to be allowed and, consequently, for want of cause of action the Election Petition itself was dismissed.	மேற்கண்ட முடிவுகளின் அடிப்படையில், முதல் பிரதிவாதி தாக்கல் செய்த இடைக்கால மனுவை (I. A.) அனுமதிக்க வேண்டும் என்று உயர்நீதிமன்றம் தீர்ப்பளித்தது.	54.66666666666666	[36,99,29]	[-2.8725201904586752, 0.8372867466984337, -3.6291772781188327]	-1.8881369072930247	en	tamil
The Court referred to the report of Vohra Committee and observed thus: '...	வோஹ்ரா குழுவின் அறிக்கையை சுட்டிக்காட்டிய நீதிமன்றம், ''.	57.66666666666666	[40,86,47]	[-2.638651940451863, 0.12599946188180344, -2.4838188446761102]	-1.6654904410820563	en	tamil
‘the JJ Rules, 2007’).	JJ விதிகள், 2007).	75.33333333333333	[70,80,76]	[-0.8846400654007692, -0.20228697726433362, -0.6385191463517237]	-0.5751487296722755	en	tamil
http://www.presidentofindia.nic.in/press-release-detail.htm?1250	http:// www. presidentofindia. nic. in/press-release-detail. htm?	95.66666666666669	[100,90,97]	[0.8693718096503245, 0.34485708797922815, 0.6977323593314528]	0.6373204189870018	en	tamil
Having regard to the total scenario emerging from the record of the case and the findings recorded by the Courts below on the issues such as location of land, its potentiality, surroundings, the rate of the adjacent land determined by the Courts, the condition of the acquired underdeveloped lands, the expenditure required to develop the acquired land to start the activities, per cent of deductions to be made, its proximity to the various places in the nearby town (Faridabad), and lastly, the fact that the appellants failed to file any sale deed of any parcel of land (be that of small piece of land or big) sold in the near proximity of the acquired land, the fair market value of the lands in question as on 04.11.1977	வழக்கின் பதிவுகளிலிருந்து வெளிப்படும் மொத்த காட்சிகள் மற்றும் கீழே உள்ள நீதிமன்றங்களால் பதிவு செய்யப்பட்ட நிலத்தின் இருப்பிடம், அதன் சாத்தியக்கூறு, சுற்றுப்புறங்கள், நீதிமன்றங்களால் நிர்ணயிக்கப்பட்ட அருகிலுள்ள நிலத்தின் விகிதம், கையகப்படுத்தப்பட்ட வளர்ச்சியடையாத நிலங்களின் நிலை, செயல்பாடுகளை தொடங்க கையகப்படுத்தப்பட்ட நிலத்தை மேம்படுத்த தேவைப்படும் செலவு, பிடித்தம் செய்யப்பட வேண்டிய கட்டண விகிதங்கள், அருகிலுள்ள நகரமான (ஃபரிதாபாத்) பல்வேறு இடங்களுக்கு அருகாமையில் உள்ள நிலத்தின் எந்தவொரு விற்பனை பத்திரத்தையும் தாக்கல் செய்ய மேல்முறையீட்டாளர்கள் தவறியது (சிறிய அல்லது பெரிய நிலத்தின் துண்டு என்று இருக்க வேண்டும்), கையகப்படுத்தப்பட்ட நிலத்தின் அருகாமையில் உள்ள நிலத்தின் நியாயமான சந்தை மதிப்பு, 04.11.1977 அன்று கேள்வி எழுப்பப்பட்டது.	90.66666666666669	[90,90,92]	[0.2847011846332932, 0.34485708797922815, 0.3795772389306965]	0.3363785038477392	en	tamil
There is yet another theory wherein the focus is not on the criminal but on the factors that lead one to become criminal and thrust is on removal of such factors with a view to prevent commission of crimes.	மற்றொரு கோட்பாடு, குற்றவாளிகள் மீது கவனம் செலுத்தாமல், ஒருவர் குற்றவாளியாக மாறுவதற்கு வழிவகுக்கும் காரணிகள் மீது கவனம் செலுத்துவதுடன், குற்றங்கள் நடப்பதை தடுக்கும் நோக்கத்துடன் அத்தகைய காரணிகளை அகற்றுவதை வலியுறுத்துகிறது.	96.66666666666669	[98,95,97]	[0.7524376846469182, 0.6184291206010091, 0.6977323593314528]	0.6895330548597934	en	tamil
Sumptuary allowance.	உதவித் தொகை.	93.33333333333331	[98,88,94]	[0.7524376846469182, 0.2354282749305158, 0.506839287090999]	0.498235082222811	en	tamil
[10], while discarding multiple dying declaration, the Court held thus:- 17.	[10], பல இறப்பு அறிக்கைகளை நிராகரிக்கும் போது, நீதிமன்றம் பின்வருமாறு தீர்ப்பளித்ததுஃ-17.	91.0	[90,92,91]	[0.2847011846332932, 0.45428590102794053, 0.31594621485054525]	0.3516444335039263	en	tamil
One of such modes is that the accused can rely on the materials available in the prosecution case raising doubts about the prosecution case.	இத்தகைய வழிமுறைகளில் ஒன்று, குற்றம்சாட்டப்பட்டவர்கள் வழக்கின் மீது சந்தேகங்களை எழுப்பும் வகையில், வழக்கறிஞர் வழக்கில் உள்ள தகவல்களை நம்பலாம்.	79.33333333333333	[70,88,80]	[-0.8846400654007692, 0.2354282749305158, -0.3839950500311186]	-0.344402280167124	en	tamil
Workmen 's Compensation Insurance	தொழிலாளர்களுக்கான இழப்பீட்டு காப்பீடு	96.66666666666669	[98,95,97]	[0.7524376846469182, 0.6184291206010091, 0.6977323593314528]	0.6895330548597934	en	tamil
The contention apart, the subterfuge of obtaining a modified mining plan to get over the adverse effects of excess and illegal or unlawful production of iron ore or manganese ore was deprecated by the Ministry of Mines of the Government of India.	அதிகப்படியான மற்றும் சட்டவிரோதமான அல்லது சட்டவிரோதமான இரும்புத் தாது அல்லது மாங்கனீசு தாது உற்பத்தியின் மோசமான விளைவுகளை சமாளிக்க மாற்றியமைக்கப்பட்ட சுரங்கத் திட்டத்தை பெறுவதற்கான தந்திரத்தை இந்திய அரசின் சுரங்கங்கள் அமைச்சகம் நிராகரித்தது.	91.0	[90,94,89]	[0.315785556224418, 0.572753290528233, 0.24262467158304035]	0.377054506111897	en	tamil
I disagree with this view.	இந்தக் கருத்தில் எனக்கு உடன்பாடில்லை.	98.33333333333331	[98,100,97]	[0.7524376846469182, 0.8920011532227899, 0.6977323593314528]	0.780723732400387	en	tamil
Patricia Jean Mahajan & Ors[3].	பேட்ரிசியா ஜீன் மகாஜன் & ஆர்ஸ் [3].	92.66666666666669	[90,96,92]	[0.2847011846332932, 0.6731435271253652, 0.3795772389306965]	0.4458073168964516	en	tamil
Learned counsel for the respondents would contend, and rightly, that they do not intend to take an adversarial position with the petitioner but on the contrary to play a participative and coxadoperative role so that the law made by the Parliament of India to control sex selection and to enhance the sex ratio is respected.	பாலின தேர்வை கட்டுப்படுத்தவும், பாலின விகிதத்தை மேம்படுத்தவும் இந்திய நாடாளுமன்றம் இயற்றிய சட்டத்திற்கு மதிப்பளிக்க வேண்டும் என்பதற்காக, அவர்கள் மனுதாரருடன் எதிரிடையான நிலைப்பாட்டை எடுக்க விரும்பவில்லை என்றும், மாறாக பங்கேற்புடன் மற்றும் ஒத்துழைப்புடன் செயல்பட விரும்புகிறார்கள் என்றும் பதிலளித்தவர்களின் கற்றறிந்த வழக்கறிஞர் நியாயமாக வாதிடுவார்.	82.0	[70,95,81]	[-0.8846400654007692, 0.6184291206010091, -0.32036402595096736]	-0.1955249902502425	en	tamil
I compliment the people of Port Blair, the Port Blair Municipal Council and the Administration for their enchanting, clean and green town of Port Blair.	கவர்ச்சிகரமான, தூய்மையான, பசுமையான போர்ட் பிளேர் நகரம் அமைந்ததற்காக போர்ட் பிளேர் மக்கள், போர்ட் பிளேர் நகராட்சி கவுன்சில் மற்றும் நிர்வாகத்தை நான் பாராட்டுகிறேன்.	93.33333333333331	[90,95,95]	[0.2847011846332932, 0.6184291206010091, 0.5704703111711503]	0.4912002054684842	en	tamil
Whether there was any doubt about the death of the deceased as submitted on behalf of the appellants?	மேல்முறையீட்டாளர்கள் சார்பாக சமர்ப்பிக்கப்பட்ட இறந்தவரின் மரணம் குறித்து ஏதேனும் சந்தேகம் இருந்ததா?	84.33333333333333	[90,80,83]	[0.2847011846332932, -0.20228697726433362, -0.19310197779066482]	-0.0368959234739017	en	tamil
O.S. No. 3551 of 1989.	1989 ஆம் ஆண்டின் 3551 ஆம் எண்.	60.66666666666666	[50,70,62]	[-2.0539813154348314, -0.7494310425078954, -1.5293534834738411]	-1.444255280472189	en	tamil
Support for Accreditation of Warehouses in Rural Areas	ஊரகப் பகுதிகளில் சேமிப்புக் கிடங்குகளுக்கு அங்கீகாரம் வழங்குவதற்கான ஆதரவு	94.66666666666669	[90,100,94]	[0.2847011846332932, 0.8920011532227899, 0.506839287090999]	0.5611805416490274	en	tamil
We may, however, note that under the of 1940, this Court held that the arbitrator could award pendente lite	எவ்வாறாயினும், 1940 ஆம் ஆண்டின் கீழ், இந்த நீதிமன்றம் நிலுவையில் உள்ள தீர்ப்பை வழங்க முடியும் என்று தீர்ப்பளித்தது என்பதை நாம் கவனிக்கலாம்.	91.66666666666669	[90,95,90]	[0.2847011846332932, 0.6184291206010091, 0.252315190770394]	0.3851484986682321	en	tamil
on the stationery, letter-heads, visiting cards and professional documents of the firm of CAs was not permissible in view of the provisions of Item (7) of Part I of the First Schedule to the ,1949, decided that it should not be permitted irrespective of whether the name sought to be used is the name of an Indian firm or a foreign firm.	1949-ம் ஆண்டின் முதல் அட்டவணையில் பகுதி-1-ன் பொருள் (7)-ன் விதிமுறைகளின் அடிப்படையில், இந்திய நிறுவனம் அல்லது வெளிநாட்டு நிறுவனத்தின் பெயரைப் பொருட்படுத்தாமல், பயன்படுத்தப்பட வேண்டிய பெயரை அனுமதிக்கக் கூடாது என்று முடிவு செய்யப்பட்டது.	57.66666666666666	[40,90,43]	[-2.524012611261354, 0.33954755334247033, -2.6714053265422497]	-1.6186234614870445	en	tamil
But we make it clear at the outset that Euthanasia and Assisted Suicide continue to be unlawful and we are dealing with a different matter	ஆனால், யுதானேசியா மற்றும் உதவி தற்கொலைகள் தொடர்ந்து சட்டவிரோதமானவை என்பதை நாங்கள் ஆரம்பத்திலேயே தெளிவுபடுத்தி விட்டோம்.	89.0	[88,90,89]	[0.16776705962988697, 0.34485708797922815, 0.18868416669024274]	0.2337694380997859	en	tamil
There has been an exemplary display of fellowship, co-operation, mutual help and love from all over the world regardless of class, caste, creed and cultural differences.	வகுப்பு, சாதி, இனம் மற்றும் கலாச்சார வேறுபாடுகளைப் பொருட்படுத்தாமல் உலகம் முழுவதிலுமிருந்து நட்பு, ஒத்துழைப்பு, பரஸ்பர உதவி மற்றும் அன்பின் முன்மாதிரியான வெளிப்பாடு காணப்படுகிறது.	90.66666666666669	[90,90,92]	[0.2847011846332932, 0.34485708797922815, 0.3795772389306965]	0.3363785038477392	en	tamil
Scope of a criminal appeal by special leave ii)	சிறப்பு அனுமதி மூலம் குற்றவியல் மேல்முறையீட்டு வரம்பு ii)	93.0	[90,95,94]	[0.2847011846332932, 0.6184291206010091, 0.506839287090999]	0.4699898641084337	en	tamil
Even the society has a great stake in the proper conduct of sessions cases because they have relevance to the maintenance of law and order.	சட்டம் ஒழுங்கை பராமரிப்பதற்கு பொருத்தமான அமர்வு வழக்குகளை முறையாக நடத்துவதில் சமூகம் கூட பெரும் பங்கு வகிக்கிறது.	90.66666666666669	[92,91,89]	[0.40163530963669947, 0.3995714945035843, 0.18868416669024274]	0.3299636569435089	en	tamil
The sharing of water as per the Treaty is monitored by a Joint Committee comprising the members of Joint River Commission from Bangladesh and India.	இந்த உடன்படிக்கையின்படி, நீரைப் பகிர்ந்து கொள்வதை இந்தியா மற்றும் வங்காளதேசத்தைச் சேர்ந்த கூட்டு நதி ஆணையத்தின் உறுப்பினர்கள் அடங்கிய கூட்டுக் குழு கண்காணிக்கிறது.	91.66666666666669	[90,95,90]	[0.2847011846332932, 0.6184291206010091, 0.252315190770394]	0.3851484986682321	en	tamil
It is difficult to right the wrongs of history.	வரலாற்றின் தவறுகளை சரி செய்வது கடினம்.	96.0	[92,99,97]	[0.40163530963669947, 0.8372867466984337, 0.6977323593314528]	0.645551471888862	en	tamil
It was further stated: 'Special reasons', we may, therefore say, are reasons which are special with reference to the offender, with reference to constitutional and legislative directives and with reference to the times, that is, with reference to contemporary ideas in the fields of Criminology and connected sciences.	இது மேலும் கூறப்பட்டதுஃ 'சிறப்பு காரணங்கள்', எனவே, குற்றவாளியைப் பொறுத்தவரை, அரசியலமைப்பு மற்றும் சட்டமியற்றும் வழிகாட்டுதல்கள் மற்றும் காலத்தைப் பொறுத்து, அதாவது குற்றவியல் மற்றும் தொடர்புடைய அறிவியல் துறைகளில் சமகால கருத்துக்களைக் குறிக்கும் சிறப்பு காரணங்கள் என்று நாம் கூறலாம்.	81.0	[70,91,82]	[-0.8846400654007692, 0.3995714945035843, -0.2567330018708161]	-0.247267190922667	en	tamil
France has produced “Label Rouge  chickens.	பிரான்ஸ் லேபல் ரூஜ் கோழிகளை தயாரித்துள்ளது.	94.66666666666669	[90,98,96]	[0.2847011846332932, 0.7825723401740775, 0.6341013352513015]	0.5671249533528907	en	tamil
Mr. Shah contended that the 2008 Rules provide that in respect of any evacuee property which vests in the Custodian, but is in the possession of some other person having no lawful title to such possession, the Custodian may evict the person from such property in the manner indicated in the 2006 Act and the 2008 Rules.	அகற்றப்பட்ட சொத்துக்கள் பாதுகாவலரிடம் ஒப்படைக்கப்பட்டாலும், சட்டபூர்வமான உரிமை இல்லாத வேறு யாரோ ஒருவரின் வசம் இருந்தால், 2006 சட்டம் மற்றும் 2008 விதிகளில் சுட்டிக்காட்டப்பட்டுள்ள வழியில் அந்த நபரை பாதுகாவலர் வெளியேற்றலாம் என்று 2008 விதிகள் கூறுகின்றன என்று திரு ஷா வாதிட்டார்.	89.0	[85,95,87]	[-0.007634127875222391, 0.6184291206010091, 0.06142211852994021]	0.2240723704185756	en	tamil
The focus of SHG - 2 would be on voluntary savings, cash credit as a preferred mode of lending, scope for multiple borrowings by SHG members in keeping with repaying capacity, avenues to meet higher credit requirements for livelihood creation, SHG Federations as non - financial intermediary, rating and audit of SHGs as part of risk mitigation system and strengthening monitoring mechanisms.	சுய உதவிக் குழு-2 தன்னார்வ சேமிப்பு, விருப்பமான கடன் வழங்கும் முறையாக ரொக்கக் கடன், திருப்பிச் செலுத்தும் திறன், வாழ்வாதாரத்தை உருவாக்குவதற்கான அதிக கடன் தேவைகளை எதிர்கொள்வதற்கான வழிகள், நிதி அல்லாத இடைத்தரகர்களாக சுய உதவிக் குழு கூட்டமைப்புகள், ஆபத்துகளைக் குறைக்கும் அமைப்பின் ஒரு பகுதியாக சுய உதவிக் குழுக்களின் மதிப்பீடு மற்றும் தணிக்கை மற்றும் கண்காணிப்பு அமைப்புகளை வலுப்படுத்துதல் ஆகியவற்றில் கவனம் செலுத்தும்.	70.33333333333333	[90,50,71]	[0.2847011846332932, -1.8437191729950189, -0.9566742667524799]	-0.8385640850380686	en	tamil
Amounts paid for the purchase of provisions.	பொருள்களை வாங்குவதற்காக செலுத்தப்பட்ட தொகை.	96.66666666666669	[98,95,97]	[0.7524376846469182, 0.6184291206010091, 0.6977323593314528]	0.6895330548597934	en	tamil
In such a case, the Court would naturally expect that all legitimate suspicion should be completely removed before the document is accepted as the last Will of the testator.	அத்தகைய சந்தர்ப்பத்தில், ஆவணத்தை இறுதி உயிலாக ஏற்றுக்கொள்வதற்கு முன்பு அனைத்து நியாயமான சந்தேகங்களும் முற்றிலுமாக அகற்றப்பட வேண்டும் என்று நீதிமன்றம் இயல்பாகவே எதிர்பார்க்கும்.	92.66666666666669	[90,95,93]	[0.2847011846332932, 0.6184291206010091, 0.44320826301084776]	0.4487795227483833	en	tamil
The High Court directed that the pregnancy be terminated though medical experts had opined that the victim had expressed her willingness to bear the child.	பாதிக்கப்பட்ட பெண் குழந்தையைப் பெற்றெடுக்க விருப்பம் தெரிவித்ததாக மருத்துவ நிபுணர்கள் தெரிவித்திருந்த போதிலும், கர்ப்பத்தை ரத்து செய்யுமாறு உயர் நீதிமன்றம் உத்தரவிட்டது.	92.0	[90,95,91]	[0.2847011846332932, 0.6184291206010091, 0.31594621485054525]	0.4063588400282825	en	tamil
AND ORS ...RESPONDENTS JUDGMENT INDEX	மற்றும் ORS... பதில்கள் தீர்ப்பு அட்டவணை	62.66666666666666	[50,91,47]	[-1.9560529777641997, 0.39784898763891097, -2.4180114136617896]	-1.3254051345956928	en	tamil
(1996) 6 SCC 599, Smt.	(1996) 6 எஸ்சிசி 599, திருமதி.	96.66666666666669	[100,95,95]	[0.8693718096503245, 0.6184291206010091, 0.5704703111711503]	0.6860904138074946	en	tamil
The Ministry implements the Rajiv Gandhi Udyami Mitra Yojana (RGUMY), objective of which is to provide handholding support and assistance to the potential first generation entrepreneurs, who have already successfully completed Entrepreneurship Development / Skill Development Training.	தொழில் முனைவோர் மேம்பாடு/திறன் மேம்பாட்டு பயிற்சியை ஏற்கனவே வெற்றிகரமாக நிறைவு செய்துள்ள முதல் தலைமுறை தொழில் முனைவோருக்கு ஆதரவையும் உதவியையும் வழங்குவதை நோக்கமாகக் கொண்ட ராஜீவ் காந்தி உத்யாமி மித்ரா யோஜனா (RGUMY) திட்டத்தை அமைச்சகம் செயல்படுத்துகிறது.	92.66666666666669	[92,92,94]	[0.40163530963669947, 0.45428590102794053, 0.506839287090999]	0.4542534992518797	en	tamil
[(1984) 1 SCC 467 :	(1984) 1 எஸ். சி. சி. 467:	99.33333333333331	[98,100,100]	[0.7524376846469182, 0.8920011532227899, 0.8886254315719065]	0.8443547564805383	en	tamil
The first submission is that the amounts due for providing the various (services to the imported goods) until the title in the goods passed to the appellant would be a services rendered to the steamer agent.	முதல் சமர்ப்பிப்பு, பல்வேறு (இறக்குமதி செய்யப்பட்ட சரக்குகளுக்கு சேவைகள்) வழங்குவதற்கான நிலுவைத் தொகைகள், மேல்முறையீட்டாளருக்கு வழங்கப்பட்ட சரக்குகளின் உரிமம், நீராவி முகவருக்கு வழங்கப்பட வேண்டிய சேவைகளாகும்.	85.0	[82,87,86]	[-0.18303531538033174, 0.18071386840615963, -0.0022089055502110488]	-0.0015101175081277	en	tamil
the three-Judge Bench opined that the award passed by the Tribunal can be scrutinized under of the Constitution and the special leave to appeal would be maintainable.	தீர்ப்பாயம் வழங்கிய தீர்ப்பை அரசியலமைப்புச் சட்டத்தின் கீழ் ஆய்வு செய்யலாம் என்றும், மேல்முறையீடு செய்வதற்கான சிறப்பு அனுமதி பராமரிக்கப்பட வேண்டும் என்றும் மூன்று நீதிபதிகள் கொண்ட அமர்வு கருத்து தெரிவித்தது.	90.66666666666669	[90,90,92]	[0.2847011846332932, 0.34485708797922815, 0.3795772389306965]	0.3363785038477392	en	tamil
Thereafter, the respondent- employee had remained absent without any intimation or sanctioned leave for about one year i.e. from 01.08.1966 to 20.09.	அதன்பிறகு, 01.08.1966 முதல் 20.09 வரையிலான ஓராண்டு காலத்திற்கு எந்த அறிவிப்பும் இல்லாமல் அல்லது அனுமதி அளிக்கப்பட்ட விடுப்பு இல்லாமல் பதிலளித்த ஊழியர் பணியில் இருந்து விலகியிருந்தார்.	89.0	[94,83,90]	[0.5185694346401057, -0.03814375769126508, 0.252315190770394]	0.2442469559064115	en	tamil
The appellant (A-102) has been convicted under Section 3(3)	மேல்முறையீட்டாளர் (ஏ-102) பிரிவு 3 (3) ன் கீழ் குற்றவாளி என தீர்ப்பளிக்கப்பட்டுள்ளார்.	94.66666666666669	[98,90,96]	[0.7524376846469182, 0.34485708797922815, 0.6341013352513015]	0.5771320359591493	en	tamil
The extra judicial confession, as stated by PW-7 Jasbir Singh and the recoveries effected pursuant to the disclosure statements were relied upon.	பி. டபிள்யூ-7 ஜஸ்பிர் சிங் கூறியபடி, நீதித்துறைக்கு அப்பாற்பட்ட ஒப்புதல் வாக்குமூலத்தின் அடிப்படையிலும், வெளிப்படுத்தப்பட்ட அறிக்கைகளின் அடிப்படையிலும் மீட்பு நடவடிக்கைகள் மேற்கொள்ளப்பட்டன.	91.33333333333331	[98,86,90]	[0.7524376846469182, 0.12599946188180344, 0.252315190770394]	0.3769174457663718	en	tamil
