original	translation	mean	source_lang	target_lang
Libyan control began to erode as a rival dynasty in the delta arose in Leontopolis, and Kushites threatened from the south.	डेल्टा में एक प्रतिद्वंद्वी राजवंश के रूप में लीबिया का नियंत्रण कम होने लगा, जो लियोनटोपोलिस में पैदा हुआ, और कुशाइटों ने दक्षिण से खतरा पैदा किया।	71.25	en	hindi
"Its speakers usually refer to it simply as ""pidgin"" when speaking English."	इसके वक्ता आमतौर पर अंग्रेजी बोलते समय इसे पिजिन के रूप में संदर्भित करते हैं।	82.75	en	hindi
The Bangladesh Space Research and Remote Sensing Organization (Bengali: বাংলাদেশ মহাকাশ গবেষণা ও দূর অনুধাবন কেন্দ্র Bangladesh môhakash gôbeshôna o dur ônudhabôn kendrô), or SPARRSO, is a state agency concerned with astronomical research and the application of space technology in Bangladesh.	बांग्लादेश अंतरिक्ष अनुसंधान और रिमोट सेंसिंग संगठन (बंगालीः বাংলাদেলাদেলা সাত্রাত্রিয়ান্দের সাত্রিয়াত্রিয়াত্রিয়াত্রাত্রিনাত্রিয়াত্রাত্রী স্রারিত্রিতাত্রিত্রাতিত্রাতাত্রাতাত্রারাত্রিতারিত্রাত্র্রাকারাত্রানারারারিত্রাত্র্রারারারারাত্রারাত্রাত্রিত্	12.0	en	hindi
Michigan is the only state to consist of two peninsulas.	मिशिगन एकमात्र राज्य है जिसमें दो प्रायद्वीप शामिल हैं।	92.0	en	hindi
This had an influence on the use of corporal punishment in schools, as educational establishments were closely attached to the church during this period.	इसका स्कूलों में शारीरिक दंड के उपयोग पर प्रभाव पड़ा, क्योंकि इस अवधि के दौरान शैक्षणिक प्रतिष्ठान चर्च से निकटता से जुड़े हुए थे।	87.25	en	hindi
Meanings between consumers and marketers depict signs and symbols that are encoded in everyday objects.	उपभोक्ताओं और विक्रेताओं के बीच का अर्थ उन संकेतों और प्रतीकों को दर्शाता है जो रोजमर्रा की वस्तुओं में एन्कोड किए गए हैं।	78.0	en	hindi
In addition, their main economic activity remains manufacturing fans from peacock feathers.	इसके अलावा, उनकी मुख्य आर्थिक गतिविधि मोर के पंखों से पंखे बनाना है।	80.75	en	hindi
Robinson was educated at High Pavement Grammar School in Nottingham.	रॉबिन्सन की शिक्षा नॉटिंघम के हाई पेवमेंट ग्रामर स्कूल में हुई थी।	90.0	en	hindi
Umri is a town and a nagar panchayat in Jalaun district in the Indian state of Uttar Pradesh.	उमरी (Umri) भारत के उत्तर प्रदेश राज्य के जालौन ज़िले में स्थित एक नगर है।	68.0	en	hindi
Tewari, a recipient of the Certificate of Merit of the Pierre Fauchard Academy, was married to V. N. Tewari, an author and professor of Punjabi at Punjab University and has a son, Manish Tewari, an Indian politician and a former Minister of Information and Broadcasting.	तिवारी का विवाह पंजाब विश्वविद्यालय में पंजाबी के लेखक और प्रोफेसर वी. एन. तिवारी से हुआ था और उनके पुत्र मनीष तिवारी एक भारतीय राजनेता और पूर्व सूचना और प्रसारण मंत्री हैं।	60.5	en	hindi
A circular silver medal with a bayonet, point upwards.	एक बेयोनेट के साथ एक गोलाकार रजत पदक, ऊपर की ओर इंगित करता है।	80.25	en	hindi
He is a left-handed batsman and left-arm unorthodox bowler.	वह बाएं हाथ के बल्लेबाज और बाएं हाथ के अपरंपरागत गेंदबाज हैं।	84.5	en	hindi
Botulinum toxin (Botox) is a neurotoxic protein produced by the bacterium Clostridium botulinum and related species.	बोटुलिनम टॉक्सिन (बोटोक्स) एक न्यूरोटॉक्सिक प्रोटीन है जो क्लोस्ट्रीडियम बोटुलिनम बैक्टीरिया और संबंधित प्रजातियों द्वारा उत्पादित होता है।	88.0	en	hindi
Risida (in Oriya : rICIwA A)is a cluster of three revenue villages of Risida Kumbharpada, Risida Kandhapada and Salandiamunda.	रिसीदा (ओड़ियाः rICIwA) रिसीदा कुम्भारपाड़ा, रिसीदा कंधापाड़ा और सलांदियामुंडा के तीन राजस्व गांवों का एक समूह है।	75.5	en	hindi
"Singh tweeted, ""As I have said many times before, PK & his team and their work was absolutely critical to our victory in Punjab!""."	"""सिंह ने ट्वीट किया,"" ""जैसा कि मैंने पहले भी कई बार कहा है, पीके और उनकी टीम और उनका काम पंजाब में हमारी जीत के लिए बिल्कुल महत्वपूर्ण था!"""	78.5	en	hindi
She read law at the London School of Economics and graduated with First-Class Honours.	उन्होंने लंदन स्कूल ऑफ इकोनॉमिक्स से कानून की पढ़ाई की और प्रथम श्रेणी ऑनर्स के साथ स्नातक किया।	83.25	en	hindi
This category might include James Lovelock's Gaia hypothesis; the theory that the planet earth alters its geo-physiological structure over time in order to ensure the continuation of an equilibrium of evolving organic and inorganic matter.	इस श्रेणी में जेम्स लोवलॉक की गाइया परिकल्पना को शामिल किया जा सकता है-यह सिद्धांत कि पृथ्वी समय के साथ अपनी भू-शारीरिक संरचना को बदलता है ताकि कार्बनिक और अकार्बनिक पदार्थ के विकास की निरंतरता सुनिश्चित की जा सके।	77.75	en	hindi
The donations came mostly from Brazilian Catholics.	दान में ज्यादातर ब्राजील के कैथोलिक लोगों ने दिया।	71.25	en	hindi
Google's policies prohibited answering questions that would obviously lead to or contain: Some librarians have criticized Google Answers as a service selling services that are part of the tasks of public librarians (in the United States).	गूगल की नीतियों ने उन प्रश्नों का उत्तर देने पर प्रतिबंध लगा दिया जो स्पष्ट रूप से इस प्रकार हैंः कुछ लाइब्रेरियनों ने गूगल आन्सर्स की आलोचना एक सेवा बिक्री सेवा के रूप में की है जो सार्वजनिक पुस्तकालय के कार्यों का हिस्सा है (संयुक्त राज्य अमेरिका में)।	81.0	en	hindi
Vimala also received the Kerala Kalamandalam Award for Dance from Kerala Kalamandalam for her contribution to South Indian Classical Dances.	विमला को दक्षिण भारतीय शास्त्रीय नृत्यों में उनके योगदान के लिए केरल कलामंडलम से नृत्य के लिए केरल कलामंडलम पुरस्कार भी मिला।	88.25	en	hindi
A vintage Murphy radio also appears in the opening of film Life of Pi.	फिल्म ‘लाइफ ऑफ पाई’ की शुरुआत में एक विंटेज मर्फी रेडियो भी दिखाई देता है।	90.5	en	hindi
Ragini was born in Kanpur, India.	रागिनी का जन्म कानपुर, भारत में हुआ था।	92.0	en	hindi
This always leads to friction between father and son.	इससे हमेशा पिता और पुत्र के बीच मनमुटाव होता है।	85.0	en	hindi
Crime scene photographs should always be in focus, with the subject of the photograph as the main object of the scene.	क्राइम सीन फोटोग्राफ को हमेशा फोकस में रखा जाना चाहिए, जिसमें फोटो के विषय को दृश्य का मुख्य उद्देश्य बनाया जाना चाहिए।	87.75	en	hindi
Donald Pettit replaced Higginbotham for STS-126.	डोनाल्ड पेटिट ने एसटीएस-126 के लिए हिगिनबोथम की जगह ली।	85.0	en	hindi
English actor Ed Skrein replaced Statham as Frank Martin in the fourth installment of the series.	अंग्रेजी अभिनेता एड स्केरिन ने श्रृंखला की चौथी किस्त में फ्रैंक मार्टिन के रूप में स्टैथम की जगह ली।	82.75	en	hindi
Sneha Kapoor is an Indian salsa dancer, choreographer, and instructor.	स्नेहा कपूर एक भारतीय सालसा नृत्यांगना, कोरियोग्राफर और प्रशिक्षक हैं।	83.5	en	hindi
The use of corticosteroids is controversial.	कॉर्टिकोस्टेरॉयड का उपयोग विवादास्पद है।	83.25	en	hindi
The goal is to open the doors for optimal water budgeting in all sectors.	इसका लक्ष्य सभी क्षेत्रों में इष्टतम जल बजट के लिए दरवाजे खोलना है।	88.5	en	hindi
In Gujarat, it is called Ringan No Oro (Gujarati: રીંગણનો ઓળો), in which the eggplant is roasted, then mashed, and then sautéed with mustard and cumin seeds, turmeric, red chilli powder, ginger and garlic and salt.	"""गुजरात में, इसे"" ""रिंगन नो ओरो"" ""कहा जाता है (गुजरातीः <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>"	7.5	en	hindi
Although officially HBOS was not an acronym of any specific words, it is widely presumed to stand for Halifax Bank of Scotland.	हालांकि आधिकारिक तौर पर एचबीओएस किसी विशिष्ट शब्द का संक्षिप्त नाम नहीं था, लेकिन व्यापक रूप से इसे हैलिफैक्स बैंक ऑफ स्कॉटलैंड के लिए माना जाता है।	85.5	en	hindi
Ayrshire (Scottish Gaelic: Siorrachd Inbhir Àir, pronounced [ˈʃirˠəxk iɲiˈɾʲaːɾʲ]) is a historic county and registration county in south-west Scotland, located on the shores of the Firth of Clyde.	आयरशायर (स्कॉटिश गेलिक: Siorrachd Inbhir) स्कॉटलैंड का एक ऐतिहासिक काउंटी है।	48.25	en	hindi
"After saying ""no"" several times, at Usha's father accepts on her behalf and Usha dutifully agrees to the marriage as well."	कई बार 'नहीं' कहने के बाद, उषा के पिता उसकी ओर से स्वीकार करते हैं और उषा कर्तव्य भाव से विवाह के लिए भी सहमत होती है।	79.5	en	hindi
"The first is ""Greek and Coptic"" (U+0370 to U+03FF)."	पहला ग्रीक और कॉप्टिक (U + 0370 से U + 03FF) है।	76.5	en	hindi
Aortitis is the inflammation of the aortic wall.	महाधमनीशोथ महाधमनी की दीवार की सूजन है।	82.5	en	hindi
"Madhya Pradesh Professional Examination Board (MPPEB), popularly known by its Hindi acronym ""Vyapam"" (Vyavsayik Pariksha Mandal), is a self-financed and autonomous body incorporated by the state government responsible for conducting several entrance tests in the state."	मध्य प्रदेश व्यावसायिक परीक्षा बोर्ड (एमपीपीईबी) एक स्व-वित्तपोषित और स्वायत्त निकाय है, जिसे राज्य सरकार द्वारा गठित किया गया है, जो राज्य में कई प्रवेश परीक्षाओं के संचालन के लिए जिम्मेदार है।	56.75	en	hindi
As a natural consequence, the city was laid in a northeast-southwest axis parallel to the contemporary river channel.	एक प्राकृतिक परिणाम के रूप में, शहर को समकालीन नदी चैनल के समानांतर एक उत्तर-पूर्व-दक्षिण-पश्चिम अक्ष में रखा गया था।	79.5	en	hindi
Bone density, or bone mineral density (BMD), is the amount of bone mineral in bone tissue.	अस्थि घनत्व, या हड्डी खनिज घनत्व (बीएमडी), हड्डी के ऊतक में हड्डी खनिज की मात्रा है।	87.25	en	hindi
Sir Hari Singh Bahadur, last ruler of Jammu and Kashmir K. Natwar Singh (politician) Harsh Vardhan Shringla (Diplomat) Indra Sinha (writer) Tinu Anand (film director) Amit Goyal (scientist and inventor) Vivek Oberoi (actor) Admiral Sunil Lanba (Chief of Naval Staff) Students come to Mayo from overseas, including members of royal families from Oman and Nepal.	नटवर सिंह (राजनीतिज्ञ), हर्षवर्धन श्रृंगला (राजनयिक), इंद्रा सिन्हा (लेखक), टीनू आनंद (फिल्म निर्देशक), अमित गोयल (वैज्ञानिक और आविष्कारक), विवेक ओबेरॉय (अभिनेता), एडमिरल सुनील लांबा (नौसेना प्रमुख), छात्र विदेशों से मायो आते हैं, जिनमें ओमान और नेपाल के शाही परिवार के सदस्य भी शामिल हैं।	63.25	en	hindi
Her work is documented in the book, Monir Shahroudy Farmanfarmaian: Cosmic Geometry (Damiani Editore & The Third Line, 2011), which features in-depth interview by Hans Ulrich Obrist, and critical essays by Nader Ardalan, Media Farzin and Eleanor Sims, tributes by Farmanfarmaian's friends Etel Adnan, Siah Armajani, caraballo-farman, Golnaz Fathi, Hadi Hazavei, Susan Hefuna, Aziz Isham, Rose Issa, Faryar Javaherian, Abbas Kiarostami, Shirin Neshat, Donna Stein and Frank Stella.	उनके काम का दस्तावेजीकरण पुस्तक, मोनिर शाहरुदी फरमैनफार्माइनः कॉस्मिक ज्योमेट्री (दामियानी एडिटर एंड द थर्ड लाइन, 2011) में किया गया है, जिसमें हंस उलरिच ओब्रिस्ट द्वारा गहन साक्षात्कार और नादेर अर्डलान, मीडिया फरजिन और एलेनोर सिम्स के महत्वपूर्ण निबंध, फरमानफार्मियन के दोस्तों एटेल अदनान, सियाह अरमाजानी, कैराबालो-फरमान, गोल्नाज फाथी, हादी हजावेई, सुसान हेफुना, अजीज इशाम, रोज ईसा, फरयार जावेहेरियन, अब्बास कियारोस्तामी, शीरीन नेशात, स्टीन डोना और फ्रैंक स्टेला द्वारा श्रद्धांजलि दी गई है।	81.0	en	hindi
Notch elements are involved in determination of the right and left sides of the body plan, so the directional folding of the heart tube can be impacted.	शरीर योजना के दाएं और बाएं पक्षों के निर्धारण में नोच तत्व शामिल होते हैं, इसलिए हृदय ट्यूब की दिशात्मक तह प्रभावित हो सकती है।	81.0	en	hindi
In Bangladesh, the poysha equals ​1⁄100 of a Bangladeshi taka.	बांग्लादेश में, पोइशा एक बांग्लादेशी टका के 1 सीक्रेट 100 के बराबर है।	71.5	en	hindi
After the first ODI, which was abandoned with no play due to rain, the Board of Control for Cricket in India (BCCI) confirmed that the two remaining ODIs would be played behind closed doors, in an attempt to reduce the impact of the coronavirus.	पहले एकदिवसीय मैच के बाद, जो बारिश के कारण बिना खेल के छोड़ दिया गया था, भारतीय क्रिकेट कंट्रोल बोर्ड (बीसीसीआई) ने पुष्टि की कि कोरोनोवायरस के प्रभाव को कम करने के प्रयास में शेष दो एकदिवसीय मैच बंद दरवाजों के पीछे खेले जाएंगे।	82.0	en	hindi
Dutt co-hosted the fifth season of the Indian reality show Bigg Boss along with Salman Khan.	दत्त ने सलमान खान के साथ भारतीय रियलिटी शो बिग बॉस के पांचवें सीजन की सह-मेजबानी की।	87.5	en	hindi
Wanica is a district of Suriname located in the north of the country.	वानिका सूरीनाम का एक जिला है जो देश के उत्तर में स्थित है।	94.5	en	hindi
The flash memory and battery are enclosed in the casing, and the RAM is soldered onto the motherboard.	फ्लैश मेमोरी और बैटरी आवरण में संलग्न होती है, और रैम को मदरबोर्ड पर लगाया जाता है।	64.5	en	hindi
It is believed that when depolarization travels down the underside of the brain, nerves that sense pain in the head and neck are triggered.	ऐसा माना जाता है कि जब विध्रुवण मस्तिष्क के नीचे की ओर यात्रा करता है, तो सिर और गर्दन में दर्द महसूस करने वाली नसें शुरू हो जाती हैं।	83.75	en	hindi
Bhadewara or Bhadeora is a village situated in Kerakat sub-district, Jaunpur district, Uttar Pradesh, India.	भदेवाड़ा (Bhadewara) भारत के उत्तर प्रदेश राज्य के जौनपुर ज़िले में स्थित एक गाँव है।	54.5	en	hindi
All of these subjects were key items that Addams wanted to see in the society.	ये सभी विषय प्रमुख आइटम थे जो एडम्स समाज में देखना चाहते थे।	79.5	en	hindi
Canada won their final match, against the United States, but finished narrowly behind Papua New Guinea on net run rate and qualified for the Challenge League, along with Hong Kong.	कनाडा ने अपना अंतिम मैच संयुक्त राज्य अमेरिका के खिलाफ जीता, लेकिन नेट रन रेट पर पापुआ न्यू गिनी के पीछे रहा और हांगकांग के साथ चैलेंज लीग के लिए क्वालीफाई किया।	78.25	en	hindi
The Gulf logo is still used around the world by various businesses.	खाड़ी लोगो अभी भी दुनिया भर में विभिन्न व्यवसायों द्वारा उपयोग किया जाता है।	82.25	en	hindi
The Justices are not allowed to hold any other office without the consent of the Constitution or the President.	न्यायाधीशों को संविधान या राष्ट्रपति की सहमति के बिना कोई अन्य पद धारण करने की अनुमति नहीं है।	87.25	en	hindi
Similar situations can be elucidated like in the case of oil spills in the oceans which require cleanup, microbes isolated from oil rich environments like oil wells, oil transfer pipelines...etc.	इसी तरह की स्थितियों को स्पष्ट किया जा सकता है जैसे कि महासागरों में तेल रिसाव के मामले में, जिसमें सफाई की आवश्यकता होती है, तेल के कुओं, तेल हस्तांतरण पाइपलाइनों जैसे तेल समृद्ध वातावरण से अलग किए गए सूक्ष्म जीव... आदि।	79.75	en	hindi
When all input signals have settled and propagated through the ALU circuitry, the result of the performed operation appears at the ALU's outputs.	जब सभी इनपुट सिग्नल एएलयू सर्किट्री के माध्यम से स्थापित और प्रचारित हो जाते हैं, तो निष्पादित ऑपरेशन का परिणाम एएलयू के आउटपुट पर दिखाई देता है।	88.0	en	hindi
El Taref is the capital city.	एल तारेफ इसकी राजधानी है।	69.5	en	hindi
This is not true.	यह बात सही नहीं है।	74.0	en	hindi
By including the development environment, libraries, documents and the portable, modifiable source code for all of these components, in addition to the kernel of an operating system, Unix was a self-contained software system.	एक ऑपरेटिंग सिस्टम के कर्नेल के अलावा, इन सभी घटकों के लिए विकास वातावरण, पुस्तकालयों, दस्तावेजों और पोर्टेबल, संशोधित स्रोत कोड को शामिल करके, यूनिक्स एक स्व-निहित सॉफ्टवेयर सिस्टम था।	80.25	en	hindi
Contestants are referred to as sport programmers.	प्रतिभागियों को खेल प्रोग्रामर के रूप में संदर्भित किया जाता है।	78.5	en	hindi
This allows bricks to be laid bonded in a structure which increases stability and strength (for an example, see the illustration of bricks laid in English bond, at the head of this article).	यह ईंटों को एक संरचना में बांधने की अनुमति देता है जो स्थिरता और ताकत को बढ़ाता है (उदाहरण के लिए, अंग्रेजी बॉन्ड में रखी गई ईंटों का उदाहरण देखें, इस लेख के शीर्ष पर)।	85.5	en	hindi
He often spoke against the Abrahamic religions.	वह अक्सर अब्राहमिक धर्मों के खिलाफ बोलते थे।	89.75	en	hindi
He swears to kill Sikandar.	वह सिकन्दर को मारने की कसम खाता है।	86.0	en	hindi
Umeå old prison was one of some 20 provincial prisons designed by Wilhelm Theodor Anckarsvärd, who was the architect of Fångvårdsstyrelsen during the years 1855-1877.	उमियांग की पुरानी जेल उन 20 प्रांतीय जेलों में से एक थी, जिसे विल्हेम थियोडोर अंकार्सवेल्सेन ने डिजाइन किया था।	62.0	en	hindi
Many species are solitary (e.g., mason bees, leafcutter bees (Megachilidae), carpenter bees and other ground-nesting bees).	कई प्रजातियां एकांत होती हैं (उदाहरण के लिए, राजमिस्त्री मधुमक्खियां, पत्ती काटने वाली मधुमक्खियां (मेगासिलिडी), बढ़ई मधुमक्खियां और अन्य जमीन-घोंसले वाली मधुमक्खियां)।	74.25	en	hindi
She has one older sister (Diya) and three younger sisters (Neha, Nikita and Nimita).	उसकी एक बड़ी बहन (दीया) और तीन छोटी बहनें (नेहा, निकिता और निमिता) हैं।	90.0	en	hindi
After the audience have chosen their choices, the results are displayed to the contestant in percentages in bar-graph format and also shown on the monitors screens of the host and contestant, as well as the TV viewers.	दर्शकों द्वारा अपनी पसंद चुनने के बाद, परिणाम को प्रतिशतता में बार-ग्राफ प्रारूप में प्रतियोगी को प्रदर्शित किया जाता है और मेजबान और प्रतिभागी के साथ-साथ टीवी दर्शकों के मॉनिटर स्क्रीन पर भी दिखाया जाता है।	90.5	en	hindi
The nearest Railway Station is Gurli Ramgadwa, a village 15 km to the southeast.	निकटतम रेलवे स्टेशन गुरली रामगढ़वा है, जो दक्षिण-पूर्व में 15 किमी दूर एक गांव है।	85.5	en	hindi
"When Mitthu Thakur came to get food, the Rishi said to Mitthu Thakur, ""Look, you offer water to that ""Black Stone"" every day, you do one thing, build a Shiva temple at the corner there""."	"""जब मिट्ठू ठाकुर भोजन प्राप्त करने के लिए आया, तो ऋषि ने मिट्ठू ठाकुर से कहा,"" ""देखो, आप हर दिन उस ब्लैक स्टोन को पानी की पेशकश करते हैं, आप एक काम करें, वहां कोने में एक शिव मंदिर का निर्माण करें।"""	88.75	en	hindi
After completing his education, Gilani left Baghdad.	अपनी शिक्षा पूरी करने के बाद, गिलानी ने बगदाद छोड़ दिया।	86.5	en	hindi
One of the most prevalent diseases that coffee plants are subjected to in India is fungal growth.	भारत में कॉफी के पौधों में फफूंद का विकास सबसे आम बीमारियों में से एक है।	85.5	en	hindi
Casualties were few due to the sparse population.	कम आबादी के कारण हताहतों की संख्या कम थी।	92.25	en	hindi
Experienced and hands-on machine learning pioneer with product development foundation.	उत्पाद विकास फाउंडेशन के साथ अनुभवी और हैंड-ऑन मशीन लर्निंग अग्रणी।	67.5	en	hindi
Her appearance in the later half of the book is used as a device to characterize the post-colonial divisions for the remainder of the novel.	पुस्तक के उत्तरार्द्ध में उनकी उपस्थिति का उपयोग उपन्यास के शेष भाग के लिए औपनिवेशिक विभाजन को चित्रित करने के लिए एक उपकरण के रूप में किया गया है।	87.0	en	hindi
South Africa made a triumphant return to international cricket with a win over Australia at the SCG in their first match.	दक्षिण अफ्रीका ने अपने पहले मैच में एससीजी में ऑस्ट्रेलिया पर जीत के साथ अंतरराष्ट्रीय क्रिकेट में विजयी वापसी की।	85.75	en	hindi
It consists of 60 verses (āyāt).	इसमें 60 आयतें हैं।	77.5	en	hindi
He is the first of the six officers to have been decorated with the Maha Vir Chakra, India's second highest war time military decoration, twice.	वह उन छह अधिकारियों में से पहले हैं जिन्हें दो बार महावीर चक्र से सम्मानित किया गया है।	52.75	en	hindi
After the transaction has been made, the seller is then entitled to all of the money.	लेन-देन करने के बाद, विक्रेता सभी पैसे का हकदार होता है।	86.0	en	hindi
Hanks provided the voice-over for the premiere of the show Passport to the Universe at the Rose Center for Earth and Space in the Hayden Planetarium at the American Museum of Natural History in New York.	हैंक्स ने न्यूयॉर्क में अमेरिकन म्यूजियम ऑफ नेचुरल हिस्ट्री में हेडन प्लेनेटेरियम में रोज सेंटर फॉर अर्थ एंड स्पेस में शो 'पासपोर्ट टू द यूनिवर्स' के प्रीमियर के लिए वॉयस-ओवर प्रदान किया।	75.5	en	hindi
The suspension system keeps the coil centered in the gap and provides a restoring (centering) force that returns the cone to a neutral position after moving.	निलंबन प्रणाली कुंडली को अंतराल में केंद्रित रखती है और एक पुनर्स्थापन (केंद्रण) बल प्रदान करती है जो खिसकने के बाद शंकु को एक तटस्थ स्थिति में वापस लाती है।	87.25	en	hindi
அவர்களின் நல்வாழ்விலும் செழிப்பிலும் மட்டும் என் மகிழ்ச்சி இருக்கிறது.	""""" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" '"""" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """	0.0	en	hindi
Political parties in Tamil Nadu demanded swift action and the allocation of central government relief funds.	तमिलनाडु के राजनीतिक दलों ने त्वरित कार्रवाई और केंद्र सरकार से राहत कोष के आवंटन की मांग की।	90.75	en	hindi
The team plays most of its home games at the University Oval in Dunedin, but occasionally plays games at the Events Centre in Queenstown, Queen's Park Ground in Invercargill and Molyneux Park in Alexandra.	टीम अपने अधिकांश घरेलू खेल डुनेडिन में यूनिवर्सिटी ओवल में खेलती है, लेकिन कभी-कभी क्वीन्सटाउन में इवेंट सेंटर, इन्वरकारगिल में क्वीन्स पार्क ग्राउंड और एलेक्जेंड्रा में मोलिनेक्स पार्क में खेलती है।	86.5	en	hindi
"All they know is that both are full of rich, fancy, stuck-up and possibly dangerous intellectuals who never sit down to supper in their undershirt no matter how hot the weather gets."""	वे सभी जानते हैं कि दोनों अमीर, फैंसी, स्टक-अप और संभवतः खतरनाक बुद्धिजीवियों से भरे हुए हैं, जो मौसम कितना भी गर्म हो जाए, अपनी अंडरशर्ट में कभी भी रात के खाने के लिए नहीं बैठते हैं।	78.5	en	hindi
Stanton made WALL-E a waste collector as the idea was instantly understandable, and because it was a low-status menial job that made him sympathetic.	स्टैंटन ने WALL-E को एक अपशिष्ट संग्राहक बना दिया क्योंकि यह विचार तुरंत समझ में आ गया और क्योंकि यह एक निम्न दर्जे का काम था जिसने उन्हें सहानुभूतिपूर्ण बनाया।	77.0	en	hindi
That same night a tournament was held to determine who would face Austin and a partner of his choosing for the vacant championship.	उसी रात यह निर्धारित करने के लिए एक टूर्नामेंट आयोजित किया गया था कि कौन ऑस्टिन का सामना करेगा और खाली चैम्पियनशिप के लिए उनकी पसंद का एक साथी।	77.5	en	hindi
The National Defence Academy (NDA) is the joint services academy of the Indian Armed Forces, where cadets of the three services, the Army, the Navy and the Air Force train together before they go on to respective service academy for further pre-commission training.	राष्ट्रीय रक्षा अकादमी (एनडीए) भारतीय सशस्त्र बलों की संयुक्त सेवा अकादमी है, जहां तीनों सेनाओं, थल सेना, नौसेना और वायु सेना के कैडेट एक साथ प्रशिक्षण लेते हैं।	51.25	en	hindi
At Cincinnati, Armstrong was University Professor of Aerospace Engineering.	सिनसिनाटी में आर्मस्ट्रांग एयरोस्पेस इंजीनियरिंग के विश्वविद्यालय के प्रोफेसर थे।	85.75	en	hindi
Meena made her acting debut in the Malayalam film, Oraalppokkam.	मीना ने मलयालम फिल्म ‘ओराल्पपोक्कम’ से अभिनय की शुरुआत की थी।	78.75	en	hindi
The hearings were conducted by senators who were all men and the witnesses in the first round of hearings were all men, leading Alice Wolfson and other feminists to protest the hearings and generate media attention.	सुनवाई का संचालन सीनेटरों द्वारा किया गया जो सभी पुरुष थे और सुनवाई के पहले दौर में गवाह सभी पुरुष थे, एलिस वोल्फसन और अन्य नारीवादियों ने सुनवाई का विरोध किया और मीडिया का ध्यान आकर्षित किया।	85.5	en	hindi
His music remains the most powerful cry that I think you can find in the human voice, really.	उनका संगीत सबसे शक्तिशाली है जो मुझे लगता है कि आप वास्तव में मानव आवाज में पा सकते हैं।	66.5	en	hindi
Earlier this city was known as Kankawati Nagari, named after Princess Kankawati.	पहले इस शहर को कंकावती नगरी के नाम से जाना जाता था, जिसका नाम राजकुमारी कंकावती के नाम पर रखा गया था।	83.75	en	hindi
The eight British political parties were represented by sixteen delegates.	आठ ब्रिटिश राजनीतिक दलों का प्रतिनिधित्व सोलह प्रतिनिधियों द्वारा किया गया था।	84.25	en	hindi
The film features Akshay Kumar, Amy Jackson, Lara Dutta and Kay Kay Menon in leading roles.	फिल्म में अक्षय कुमार, एमी जैक्सन, लारा दत्ता और के के मेनन प्रमुख भूमिकाओं में हैं।	82.5	en	hindi
The image on the top shows the correct grip.	ऊपर की तस्वीर सही पकड़ दिखाती है।	86.5	en	hindi
In areas where tuberculosis is not common, only children at high risk are typically immunized, while suspected cases of tuberculosis are individually tested for and treated.	उन क्षेत्रों में जहां तपेदिक आम नहीं है, केवल उच्च जोखिम वाले बच्चों को आमतौर पर प्रतिरक्षित किया जाता है, जबकि तपेदिक के संदिग्ध मामलों का व्यक्तिगत रूप से परीक्षण और उपचार किया जाता है।	83.75	en	hindi
Humanistic psychologists argue that even if a posited cabal behind an alleged conspiracy is almost always perceived as hostile, there often remains an element of reassurance for theorists.	मानवतावादी मनोवैज्ञानिकों का तर्क है कि भले ही किसी कथित षड्यंत्र के पीछे किसी संभावित गुट को हमेशा शत्रुतापूर्ण माना जाता है, लेकिन अक्सर सिद्धांतकारों के लिए आश्वासन का एक तत्व बना रहता है।	88.75	en	hindi
