original	translation	mean	source_lang	target_lang
With his help, Abhimanyu kills Vyaghra.	అతని సహాయంతో, అబీమణి వయాగ్రాను చంపాడు.	80.0	en	telugu
Bhopal was ruled by a Muslim dynasty descended from the Afghan General Dost Mohammed Khan.	భోపాల్ ను అఫ్గాన్ జనరల్ డోస్ట్ మొహమ్మద్ ఖాన్ కు చెందిన ముస్లిం రాజవంశం పరిపాలించింది.	66.6666666666667	en	telugu
The roads connecting Madras to Calcutta in the north and the kingdom of Travancore in the south served as lines of communication during wars.	ఉత్తర దిశలో మద్రాసును కల్కతాకు, దక్షిణ దిశలో ట్రావంకూర్ రాజ్యానికి అనుసంధానించే రహదారులు యుద్ధాల సమయంలో కమ్యూనికేషన్ మార్గాలుగా పనిచేస్తాయి.	90.0	en	telugu
Typhoid fever, also known as typhoid, is a disease caused by Salmonella serotype Typhi bacteria.	టైఫాయిడ్ జ్వరం, టైఫాయిడ్ అని కూడా పిలువబడుతుంది, ఇది సాలమొనెల్లా సరోటైప్ టైఫై బ్యాక్టీరియా వల్ల కలిగే వ్యాధి.	91.6666666666667	en	telugu
Nicholas I established diplomatic relations with the Ottoman Empire.	ఒట్టోమన్ సామ్రాజ్యం తో నికోలస్ I దౌత్య సంబంధాలు ఏర్పాటు చేశారు.	78.3333333333333	en	telugu
She has a brother, Rahul Bhatt and half-sisters Shaheen and Alia Bhatt.	ఆమెకు ఒక సోదరుడు, రాహుల్ భట్ మరియు సగం సోదరీమణులు షాహిన్ మరియు ఆలియా భట్ ఉన్నారు.	88.3333333333333	en	telugu
The decline of society and dissolution of values is typically associated with the notion of being overrun by Mlecchas, leading to the collapse of civilization.	సమాజం క్షీణించడం మరియు విలువలు రద్దు చేయడం సాధారణంగా మెల్కస్ చేత అధిగమించబడుతున్న భావనతో సంబంధం కలిగి ఉంటుంది, ఇది నాగరికత యొక్క పతనానికి దారితీస్తుంది.	70.0	en	telugu
Thereafter, she went on to become one of the most successful Bollywood choreographers.	ఆ తరువాత, ఆమె బాలీవుడ్లో అత్యంత విజయవంతమైన నృత్యకారులలో ఒకరైనది.	90.0	en	telugu
"One of the earliest known cultures where women regularly wore clothing resembling miniskirts was a subgroup of the Miao people of China, the Duan Qun Miao (Chinese: 短裙苗; pinyin: duǎn qún miáo, literally ""short skirt Miao"")."	"మహిళలు తరచూ మినీస్క్ట్ లాంటి దుస్తులను ధరించే మొట్టమొదటి సంస్కృతులలో ఒకటి చైనా యొక్క మియావో ప్రజల ఉపసంఘం, డ్యూన్ కున్ మియావో (చైనీస్ః 短苗; పిన్నిన్ః duǎn qún miáo, అక్షరాలా ""క్రిందపురాల మియావో"")."	75.0	en	telugu
There are no doctors in the two primary health sub-centers.	రెండు ప్రాథమిక ఆరోగ్య ఉప కేంద్రాలలో వైద్యులు లేరు.	65.0	en	telugu
His successes against the Yadavas of Devagiri, the Southern Kalachuris, the Pandyas of Madurai and the waning Western Chalukya Empire, and his domination over the diminishing Cholas of Tanjore took the Hoysalas to their peak of power.	దేవగీరి యదవులు, దక్షిణ కలచూరిలు, మదురై పండితులు, పశ్చిమ చలక్య సామ్రాజ్యం లకు ఆయన విజయం, తంజూర్లోని తగ్గుతున్న చోలాలపై ఆయన ఆధిపత్యం హోయ్సలాస్లను అధికార శిఖరానికి తీసుకువచ్చింది.	85.0	en	telugu
Liquid oxygen is also a very powerful oxidizing agent: organic materials will burn rapidly and energetically in liquid oxygen.	ద్రవ ఆక్సిజన్ కూడా చాలా శక్తివంతమైన ఆక్సీకరణ కారకంః సేంద్రీయ పదార్థాలు ద్రవ ఆక్సిజన్లో వేగంగా మరియు శక్తివంతంగా కాల్చబడతాయి.	80.0	en	telugu
Rajouri Garden is a market and residential neighbourhood in West Delhi, India.	రాజూరి గార్డెన్ భారతదేశంలోని పశ్చిమ ఢిల్లీలో ఒక మార్కెట్ మరియు నివాస పరిసరం.	80.0	en	telugu
Gallo pinto, Nicaragua's national dish, is made with white rice and red beans that are cooked individually and then fried together.	గాలో పింటో, నికరాగు యొక్క జాతీయ వంటకం, తెల్ల బియ్యం మరియు ఎరుపు బీన్స్ తో తయారు చేయబడుతుంది, ఇవి ఒక్కొక్కటిగా ఉడికించాలి, ఆపై కలిసి వేయించాలి.	80.0	en	telugu
Radha's father (Kota Srinivasa Rao) dislikes this; he lays a condition that he would agree for their marriage only if Raghu finds a job.	రాధా తండ్రి (కోటా శ్రీనివాసా రావ్) దీనిని ఇష్టపడరు; రఘు ఉద్యోగం కనుగొంటే మాత్రమే వారి వివాహం కోసం అతను అంగీకరిస్తానని అతను ఒక షరతును నిర్దేశిస్తాడు.	70.0	en	telugu
Pedapalem is a village in Guntur district of the Indian state of Andhra Pradesh.	పెడపాలేమ్ అనేది భారత ఆంధ్రప్రదేశ్ రాష్ట్రంలోని గుంటూర్ జిల్లాలోని ఒక గ్రామం.	68.3333333333333	en	telugu
"He is inspired by this and he himself decides to join with the organisation that made the ""Maro Prapancham"" (Another World)."	"దీని ద్వారా ప్రేరణ పొంది, ""మరో ప్రాప్చామ్"" (ఇతర ప్రపంచం) ను సృష్టించిన సంస్థలో చేరాలని నిర్ణయించుకున్నాడు."	80.0	en	telugu
Maclean added that this submerged land was the homeland of the proto-Dravidians.	ఈ నీటిలో మునిగిపోయిన భూమిని ప్రోటో-డ్రావిడియన్ల స్వదేశంగా పేర్కొన్నారు.	95.0	en	telugu
Dewas is connected to the state's political capital of Bhopal by the 4-lane expressway known as the Dewas–Bhopal Corridor.	దేవస్ భోపాల్ కారిడార్ అని పిలువబడే 4 లేన్ల ఎక్స్ప్రెస్ వే ద్వారా దేవస్ రాష్ట్ర రాజకీయ రాజధాని భోపాల్కు అనుసంధానించబడింది.	78.3333333333333	en	telugu
The fundamental goal of treatment should be the prevention of the important endpoints of hypertension, such as heart attack, stroke and heart failure.	గుండెపోటు, స్ట్రోక్, గుండె వైఫల్యం వంటి ముఖ్యమైన రక్తపోటు చివరలను నివారించడం చికిత్స యొక్క ప్రాథమిక లక్ష్యం.	63.3333333333333	en	telugu
He traveled from Kajangala to Kamarupa through Pundravardhana.	కాజంగళం నుంచి పుండ్రావార్ధన ద్వారా కామరుపాకు వెళ్లారు.	90.0	en	telugu
Pre-jet commercial aircraft were designed with as many as four engines in part because of concerns over in-flight failures.	ప్రీ-జెట్ వాణిజ్య విమానాలను నాలుగు ఇంజిన్లతో రూపొందించారు, ఇది విమానంలో వైఫల్యాల గురించి ఆందోళన కారణంగా కొంతవరకు ఉంది.	80.0	en	telugu
The Gupta inscriptions suggest that Samudragupta had a remarkable military career.	సాముద్రాగుప్తాకు విశేషమైన సైనిక వృత్తి ఉందని గుప్తా శాసనాలు సూచిస్తున్నాయి.	90.0	en	telugu
Kolkata Metropolitan Area, also known as Greater Kolkata, is the urban agglomeration of the city of Kolkata in the Indian state of West Bengal.	కోల్కతా మెట్రోపాలిటన్ ఏరియా, గ్రేటర్ కోల్కతా అని కూడా పిలువబడుతుంది, ఇది పశ్చిమ బెంగాల్ రాష్ట్రంలోని కోల్కతా నగర పట్టణ సమూహంగా ఉంది.	80.0	en	telugu
"One of her most important projects is the ""Group Measurement,"" which evaluated the impact the NREGA project has had on India's citizens—that effort is titled, ""The Jalore Experiment""."	"ఆమె అత్యంత ముఖ్యమైన ప్రాజెక్టులలో ఒకటి ""గ్రూప్ మెజరేషన్"" అని పిలువబడుతుంది. దీనిలో ఎన్ఆర్ఇజిఎ ప్రాజెక్టు భారతదేశ పౌరులపై ప్రభావం చూపినట్లు అంచనా వేయబడింది."	83.3333333333333	en	telugu
However, party cadres succeeded in convincing him not to quit as leader of opposition in the Karnataka Assembly.	అయితే, కర్ణాటక అసెంబ్లీలో ప్రతిపక్ష నాయకుడిగా రాజీపడవద్దని పార్టీ కార్యకర్తలు ఆయనను ఒప్పించగలిగారు.	70.0	en	telugu
It has an average elevation of 302 metres (990 ft).	ఇది 302 మీటర్ల (990 అడుగులు) సగటు ఎత్తును కలిగి ఉంది.	71.6666666666667	en	telugu
He also agrees to marry his daughter to Vamsi.	తన కుమార్తెను వామ్సీకి పెళ్లి చేసుకోవాలని కూడా ఆయన అంగీకరిస్తున్నారు.	80.0	en	telugu
However, it is a good fixative when tissue structure with a soft and delicate texture must be preserved.	అయితే, మృదువైన మరియు సున్నితమైన ఆకృతిని కలిగి ఉన్న కణజాల నిర్మాణాన్ని కాపాడాల్సినప్పుడు ఇది మంచి ఫిక్సిటివ్.	90.0	en	telugu
This name is retained in geology.	ఈ పేరు భూగర్భ శాస్త్రంలోనే ఉంది.	50.0	en	telugu
Although no Indian troops took part in the war, India did send a Medical Corps of 346 army doctors to help the UN side.	యుద్ధంలో భారతీయ సైన్యం పాల్గొనకపోయినా, ఐక్యరాజ్యసమితి వైపు సహాయం చేయడానికి 346 సైనిక వైద్యులతో కూడిన వైద్య దళాన్ని భారతదేశం పంపింది.	60.0	en	telugu
Ibrahimpatnam mandal is one of the fifty mandals that constitute the Krishna district of the State of Andhra Pradesh in India.	ఇబ్రహీంపట్నం మండల్ భారతదేశంలోని ఆంధ్రప్రదేశ్ రాష్ట్రంలోని కృష్ణ జిల్లాను కలిగి ఉన్న యాభై మండలాలలో ఒకటి.	74.0	en	telugu
Telangana State Awards for exemplary contribution in different fields are presented at different events.	వివిధ రంగాలలో ఉదాహరణాత్మక కృషికి తెలంగాణ రాష్ట్ర అవార్డులను వివిధ కార్యక్రమాలలో అందజేస్తారు.	70.0	en	telugu
Knowing his son's broken love, Raghava Raju tries to send Shravani far away so that his son can get married without any problems.	తన కొడుకు ప్రేమలో పడినట్లు తెలుసుకున్న రఘవరాజు, శ్రావణీని దూరం పంపడానికి ప్రయత్నిస్తాడు. తద్వారా అతని కొడుకు ఎలాంటి సమస్యలు లేకుండా వివాహం చేసుకోవచ్చు.	65.0	en	telugu
Suthivelu's father was a teacher.	సుతివేలు తండ్రి ఉపాధ్యాయుడు.	90.0	en	telugu
Due to its proximity to the Sanjay Gandhi National Park, the campus has significant green cover and is mostly untouched by the pollution of the rest of the city.	సంజయ్ గాంధీ జాతీయ ఉద్యానవనానికి సమీపంలో ఉన్నందున, క్యాంపస్ గణనీయమైన ఆకుపచ్చ కవర్ను కలిగి ఉంది మరియు మిగిలిన నగరం యొక్క కాలుష్యం ఎక్కువగా తాకిన లేదు.	75.0	en	telugu
Examples include automated manufacturing systems, heating, ventilation and air-conditioning systems, and various subsystems of aircraft and automobiles.	ఉదాహరణలు ఆటోమేటెడ్ తయారీ వ్యవస్థలు, తాపన, ప్రసరణ మరియు ఎయిర్ కండీషనింగ్ వ్యవస్థలు, మరియు విమానం మరియు ఆటోమొబైల్ యొక్క వివిధ ఉపవ్యవస్థలు.	88.3333333333333	en	telugu
Sawantwadi Road railway station is a train station on the Konkan Railway.	సావంత్ రోడ్ రైల్వే స్టేషన్ కోంకన్ రైల్వేలో ఒక రైల్వే స్టేషన్.	75.0	en	telugu
A live registry is also in place to keep track of licensed midwives.	లైసెన్స్ పొందిన ప్రసూతిగాళ్లను ట్రాక్ చేయడానికి లైవ్ రిజిస్టర్ కూడా ఏర్పాటు చేయబడింది.	90.0	en	telugu
Nanaghat was the site of an important pass that linked the Satavahana capital Pratishthana to the sea.	సతవహనా రాజధాని ప్రాతీష్టానాను సముద్రంతో అనుసంధానించే ముఖ్యమైన కాలువను నానాఘాట్ స్థాపించింది.	88.3333333333333	en	telugu
[citation needed] Though Sarasvati initially emerged as a river goddess in the Vedic scriptures, in later Hinduism of the Puranas, she was rarely associated with the river.	[అనువాదం అవసరం] ప్రారంభంలో శరస్వతి వేద గ్రంథాలలో నది దేవతగా కనిపించినప్పటికీ, తరువాత పురాణాల హిందూమతంలో, ఆమె అరుదుగా నదితో సంబంధం కలిగి ఉంది.	85.0	en	telugu
In the dry valleys, the same effect occurs over a rock base, leading to a desiccated landscape.	పొడి లోయలలో, అదే ప్రభావం రాతి స్థావరం మీద సంభవిస్తుంది, ఇది పొడిచిపోయిన ప్రకృతి దృశ్యానికి దారితీస్తుంది.	88.3333333333333	en	telugu
"Chloroauric acid, HAuCl4, the product formed when gold dissolves in aqua regia, is sometimes referred to as ""gold chloride"" or ""acid gold trichloride""."	"క్లోరోఆరిక్ యాసిడ్, HAuCl4, ఆకురంగం అక్వా రీజియాలో కరిగిపోతున్నప్పుడు ఏర్పడే ఉత్పత్తిని కొన్నిసార్లు ""గోల్డ్ క్లోరైడ్"" లేదా ""ఆసిడ్ గోల్డ్ ట్రైక్లోరైడ్"" అని పిలుస్తారు."	33.3333333333333	en	telugu
It contains the Marvell Armada 1500-mini 88DE3005 system on a chip (SoC) running an ARM Cortex-A9 processor.	ఇది ARM కార్టెక్స్-A9 ప్రాసెసర్ను నడుపుతున్న చిప్ (SoC) పై మార్వెల్ ఆర్మాడా 1500-మిని 88DE3005 వ్యవస్థను కలిగి ఉంది.	75.0	en	telugu
They also continue to offer advice to educational institutions, industry and private seed-suppliers.	విద్య సంస్థలు, పరిశ్రమ, ప్రైవేటు విత్తనాల సరఫరాదారులకు కూడా వారు సలహాలు అందిస్తూనే ఉన్నారు.	80.0	en	telugu
Like most lands in the region, Paraguay has only wet and dry periods.	ఈ ప్రాంతంలోని చాలా దేశాల మాదిరిగా పరాగ్వాయిలో కూడా తడి మరియు పొడి కాలం మాత్రమే ఉంటుంది.	75.0	en	telugu
In early 2012, Aggarwal appeared in the Telugu gangster film Businessman, alongside Mahesh Babu, directed by Puri Jagannadh.	2012 ప్రారంభంలో, అగర్వాల్ పురి జగన్నాద్ దర్శకత్వం వహించిన తెలుగు గాంగ్స్టర్ చిత్రం బిజినెస్మన్ లో మహేష్ బాబుతో కలిసి కనిపించాడు.	50.0	en	telugu
An alternative method is to define the region based on ethnicity, and in particular, areas populated by Eastern Turkic, Eastern Iranian, or Mongolian peoples.	ఒక ప్రత్యామ్నాయ పద్ధతి ఏమిటంటే, జాతి ఆధారంగా ప్రాంతాన్ని నిర్వచించడం, మరియు ముఖ్యంగా తూర్పు టర్కిక్, తూర్పు ఇరానీ లేదా మంగోలియన్ ప్రజలు నివసించే ప్రాంతాలు.	86.0	en	telugu
He has scored music for several Malayalam, Telugu and Tamil films.	ఆయన అనేక మలయాళం, తెలంగాణ, తమిళ చిత్రాలకు సంగీతం అందించారు.	76.6666666666667	en	telugu
He is the President of Project Management Associates and is the former Chairperson of the Board of Governors of the National Institute of Technology, Kurukshetra.	ఆయన ప్రాజెక్ట్ మేనేజ్మెంట్ అసోసియేట్స్ అధ్యక్షుడు. కురుక్షేత్ర జాతీయ సాంకేతిక విజ్ఞాన సంస్థ బోర్డు అధిపతుల మాజీ అధ్యక్షుడు.	78.3333333333333	en	telugu
It is bounded on the north by Nainital District, on the northeast by Champawat District, on the east by Nepal, and on the south and west by Bareilly, Rampur, Moradabad, Pilibhit and Bijnor District of Uttar Pradesh state.	ఇది ఉత్తరాన నానిటల్ జిల్లా, ఈశాన్యంలో చాంపావట్ జిల్లా, తూర్పున నేపాల్, దక్షిణాన మరియు పడమరలో ఉత్తరప్రదేశ్ రాష్ట్రంలోని బరేలీ, రామ్పూర్, మొరాడాబాద్, పిలిబిట్ మరియు బిజ్నోర్ జిల్లాలతో సరిహద్దుగా ఉంది.	70.0	en	telugu
The first of these forms involves the following elements.	ఈ రూపాలలో మొదటిది క్రింది అంశాలను కలిగి ఉంటుంది.	90.0	en	telugu
In contrast, a linear power supply regulates the output voltage by continually dissipating power in the pass transistor.	దీనికి విరుద్ధంగా, ఒక సరళ విద్యుత్ సరఫరా పాస్ ట్రాన్సిస్టర్లో శక్తిని నిరంతరం పారవేయడం ద్వారా అవుట్పుట్ వోల్టేజ్ను నియంత్రిస్తుంది.	63.3333333333333	en	telugu
Historical evidence suggests that Madanavarman was succeeded by Paramardi.	మదనావర్మాన్ కు పరామృది వారసుడు అని చారిత్రక ఆధారాలు సూచిస్తున్నాయి.	50.0	en	telugu
Its regional folk music is distinctive and varied.	ఈ ప్రాంతం లోని జానపద సంగీతం విశిష్టమైనది మరియు వైవిధ్యమైనది.	60.0	en	telugu
The most frequently mentioned inland settlements include Dhenukakata (unidentified), Junnar, Nashik, Paithan, and Karadh.	సాధారణంగా ప్రస్తావించబడిన అంతర్గత స్థావరాలు ధునుకాట (తెలియని), జున్నార్, నాశిక, పైతాన్, కరాధ.	70.0	en	telugu
The city of Hanumangarh is the district headquarters and its largest city.	హనుమగఢ్ నగరం జిల్లా ప్రధాన కార్యాలయం మరియు అతిపెద్ద నగరం.	60.0	en	telugu
If the accommodation needed is more than the usual amount, such as with people with significant hyperopia, the extra convergence can cause the eyes to cross.	గణనీయమైన హైపర్పియా ఉన్నవారిలో, సాధారణ పరిమాణం కంటే ఎక్కువ నివాస స్థలం అవసరమైతే, అదనపు సన్నిహితతత కళ్ళు క్రాస్ చేయబడతాయి.	90.0	en	telugu
One ancient plaque, belonging to Rashtrakut dynasty, was found in Neelkanth village.	నీల్కాంత్ గ్రామంలో రాష్ట్రాకుట్ రాజవంశానికి చెందిన ఒక పురాతన ప్లేట్ కనుగొనబడింది.	70.0	en	telugu
It constitutes the core of the large-scale Tropical Warm Pool which, when interacting with the atmosphere, affects the climate both regionally and globally.	ఇది పెద్ద ఎత్తున ఉష్ణమండల ఉష్ణమండల కేంద్రంగా ఉంది, ఇది వాతావరణంతో సంకర్షణలో ఉన్నప్పుడు ప్రాంతీయ మరియు ప్రపంచవ్యాప్తంగా వాతావరణాన్ని ప్రభావితం చేస్తుంది.	90.0	en	telugu
A mob assembles before his house and demands he shows up to prove he is alive.	ఒక గుంపు అతని ఇంటి ముందు సమావేశమై, అతను సజీవంగా ఉన్నాడని నిరూపించడానికి అతను రావాలని డిమాండ్ చేశారు.	85.0	en	telugu
Although, Patos-Marinza, also located within the area, is the largest onshore oil field in Europe.	అయితే, ఈ ప్రాంతంలో కూడా ఉన్న పాటోస్-మరింజా ఐరోపాలో అతిపెద్ద నౌకాశ్రయ నూనె క్షేత్రం.	80.0	en	telugu
In the agricultural sector, Ecuador is a major exporter of bananas (first place worldwide in production and export), flowers, and the seventh largest producer of cocoa.	వ్యవసాయ రంగంలో, ఈక్వెడార్ పెద్ద ఎగుమతిదారుగా ఉల్లిపాయలు (ఉత్పత్తి మరియు ఎగుమతుల విషయంలో ప్రపంచవ్యాప్తంగా మొదటి స్థానంలో ఉంది), పువ్వులు మరియు కాకో యొక్క ఏడవ అతిపెద్ద ఉత్పత్తిదారుగా ఉంది.	70.0	en	telugu
It remains a recommendation that women continue cervical screening, such as Pap smear testing, even after receiving the vaccine, since it does not prevent all types of cervical cancer.	టీకా తీసుకున్న తర్వాత కూడా మహిళలు పాప్ స్మెర్ పరీక్ష వంటి గర్భాశయ కాలి పరీక్షను కొనసాగించాలని సిఫార్సు చేయబడింది, ఎందుకంటే ఇది అన్ని రకాల గర్భాశయ క్యాన్సర్లను నివారించదు.	80.0	en	telugu
CBSE affiliates all Kendriya Vidyalayas, all Jawahar Navodaya Vidyalayas, private schools, and most of the schools approved by central government of India.	అన్ని కేంద్రియా విద్యాసంస్థలు, జవహార్ నవోదయ విద్యాసంస్థలు, ప్రైవేటు పాఠశాలలు, భారతదేశ కేంద్ర ప్రభుత్వం ఆమోదించిన చాలా పాఠశాలలు సిబిఎస్ఇతో అనుబంధం కలిగి ఉన్నాయి.	70.0	en	telugu
Many of the nation's filmmakers are known internationally and have won international prizes.	దేశంలోని పలువురు చిత్ర నిర్మాతలు అంతర్జాతీయంగా ప్రసిద్ధి చెందారు మరియు అంతర్జాతీయ బహుమతులు గెలుచుకున్నారు.	65.0	en	telugu
It is located 790 kilometres away from the national capital Delhi.	ఇది దేశ రాజధాని ఢిల్లీ నుండి 790 కిలోమీటర్ల దూరంలో ఉంది.	95.0	en	telugu
Timur, also known as Temur or Tamerlane in Western scholarly literature, marched with his army to Delhi, plundering and killing all the way.	తైమూర్, తైమూర్ లేదా తైమర్లేన్ అని కూడా పిలువబడే తైమూర్, పాశ్చాత్య విద్యా సాహిత్యంలో తన సైన్యంతో ఢిల్లీకి వెళ్లారు, మొత్తం మార్గం దోచుకున్నారు మరియు చంపారు.	60.0	en	telugu
Special rules handle double letters and pairs falling in the same row or column.	ప్రత్యేక నియమాలు ఒకే వరుస లేదా కాలమ్లో ఉన్న డబుల్ అక్షరాలు మరియు జతల నిర్వహణను నిర్వహిస్తాయి.	80.0	en	telugu
His father was a village attorney.	అతని తండ్రి ఒక గ్రామ న్యాయవాది.	80.0	en	telugu
Protestantism in the Netherlands consists of a number of churches within various traditions.	నెదర్లాండ్స్ లో ప్రొటెస్టంట్ మతం వివిధ సంప్రదాయాల లో అనేక చర్చిలు కలిగి ఉంది.	80.0	en	telugu
The symptoms and diseases of a patient were treated through therapeutic means such as bandages, creams and pills.	రోగి యొక్క లక్షణాలు మరియు వ్యాధులు బండింగ్లు, క్రీములు మరియు మాత్రలు వంటి చికిత్స మార్గాల ద్వారా చికిత్స చేయబడ్డాయి.	90.0	en	telugu
Once hominins had moved out into drier and colder habitats of higher latitudes, one major limiting factor in population growth was out of the equation.	హొమినిన్స్ ఎత్తైన అక్షాంశాలలో పొడి మరియు చల్లని ఆవాసాలకు తరలివెళ్ళిన తర్వాత, జనాభా పెరుగుదలకు ఒక ప్రధాన పరిమిత కారకం ఈ సమీకరణం నుండి బయటపడింది.	63.3333333333333	en	telugu
Additional tests include those for the crystallization of cream of tartar (potassium hydrogen tartrate) and the precipitation of heat unstable protein; this last test is limited to white wines.	అదనపు పరీక్షలలో టార్టర్ క్రీమ్ (పోటాషియం హైడ్రోజన్ టార్ట్రేట్) ను స్ఫటికపరిచేందుకు మరియు ఉష్ణ స్థిరరత్వం లేని ప్రోటీన్లను కురిపించడానికి పరీక్షలు ఉన్నాయి; ఈ చివరి పరీక్ష తెలుపు వైన్లకు మాత్రమే పరిమితం చేయబడింది.	70.0	en	telugu
The most visited city is Kraków, which was the former capital of Poland and serves as a relic of the Polish Golden Age and the Renaissance.	అత్యంత సందర్శించిన నగరం క్రాకోవ్, ఇది పోలాండ్ యొక్క పూర్వ రాజధాని మరియు పోలిష్ బంగారు యుగం మరియు పునరుజ్జీవన కాలం యొక్క అవశేషంగా పనిచేస్తుంది.	75.0	en	telugu
He later rejoined Telugu Desam Party.	తరువాత ఆయన తెలంగాణ దేశా పార్టీలో చేరారు.	78.3333333333333	en	telugu
Kichaka's sister, Sudeshna, had a beautiful daughter, Uttara.	కిచకా సోదరి సుదేష్నాకు ఉతారా అనే అందమైన కుమార్తె ఉంది.	48.3333333333333	en	telugu
Their neighbor, Nirmalamma, is also the grandmother to Rashmi, Mini's classmate.	వారి పొరుగువాడి అయిన నీర్మలమ్మ కూడా మిని క్లాస్మేట్ అయిన రష్మికి అమ్మమ్మ.	36.6666666666667	en	telugu
There are also other ceremonies which are held during the year in hussainiyas, including religious commemorations unrelated to Ashura.	అశూరతో సంబంధం లేని మతపరమైన జ్ఞాపకాలను కలిగి ఉన్న హుస్సాయనీయాలలో సంవత్సరంలో నిర్వహించే ఇతర వేడుకలు కూడా ఉన్నాయి.	80.0	en	telugu
"The street was officially called Astafyevskaya (Russian: Астафьевская улица), but the residents of Yerevan called it in their way – changing the suffix ""-yevskaya"" to ""-yan""."	"ఈ వీధికి అధికారికంగా అస్టాఫేవ్స్కాయ (రష్యన్ః Астафьевская улица) అని పేరు పెట్టారు, కానీ యెరెవాన్ నివాసితులు దీనిని తమ మార్గంలో అని పిలిచారు ""-యెవ్స్కాయ"" అనుబంధాన్ని ""-యాన్"" గా మార్చడం."	80.0	en	telugu
The name is attributed to some of the Nizam's troops of Sikh community being settled here a century ago.	ఒక శతాబ్దం క్రితం ఇక్కడ స్థిరపడిన సిక్కు సమాజంలోని నిజాం యొక్క కొన్ని దళాలకు ఈ పేరును ఇస్తారు.	88.3333333333333	en	telugu
"From the mid-sixteenth century on, the ""Low Countries"" and the ""Netherlands"" lost their original deictic meaning."	"16వ శతాబ్దం మధ్యకాలం నుండి ""తక్కువ దేశాలు"" మరియు ""నెదర్లాండ్స్"" వాటి అసలు దైవ అర్థాన్ని కోల్పోయాయి."	90.0	en	telugu
Ravana then heads south on a donkey and falls in a pit of dung.	అప్పుడు రావనా ఒక గాడిద మీద దక్షిణానికి వెళ్లి, ఒక పిండి గూడులో పడిపోయింది.	86.0	en	telugu
From 1962 to 1967, he was a member of the Rajya Sabha.	1962 నుంచి 1967 వరకు రాజ్యసభ సభ్యుడిగా పనిచేశారు.	74.6666666666667	en	telugu
Pyarelal then used to frequent and play the violin in studios such as Ranjit Studios, to earn money for his family.	పియరెల్ తన కుటుంబానికి డబ్బు సంపాదించడానికి రంజిత్ స్టూడియోస్ వంటి స్టూడియోలలో తరచుగా వియాలీని ఆడుతున్నాడు.	90.0	en	telugu
News of Germany's impending military defeat spread throughout the German armed forces.	జర్మనీ యొక్క సమీప సైనిక ఓటమి వార్తలు జర్మన్ సాయుధ దళాల అంతటా వ్యాపించాయి.	60.0	en	telugu
Kailashahar was the ancient capital of the Tripuri kingdom.	కైలాషహార్ త్రిపురి రాజ్యానికి చెందిన పురాతన రాజధాని.	80.0	en	telugu
The Caribbean coastline is marked by several natural harbors.	కరేబియన్ తీరప్రాంతం అనేక సహజ నౌకాశ్రయాలతో గుర్తించబడింది.	56.6666666666667	en	telugu
Following Duvalier's departure, army leader General Henri Namphy headed a new National Governing Council.	డ్యూవాలెర్ వెళ్లిపోయిన తరువాత, సైనిక నాయకుడు జనరల్ హెన్రీ నంఫే కొత్త జాతీయ గవర్నెరింగ్ కౌన్సిల్కు నాయకత్వం వహించారు.	90.0	en	telugu
The district forms part of the Himalayan Terai of West Bengal.	ఈ జిల్లా పశ్చిమ బెంగాల్ హిమాలయ త్రైవాసీమంలో భాగం.	76.6666666666667	en	telugu
Realizing his potential, circus owner Mahendra Singh (Dharmendra) hires him.	అతని సామర్థ్యాన్ని గ్రహించి, సర్కస్ యజమాని మహేంద్ర సింగ్ (ధర్మేంద్ర) అతన్ని నియమించుకుంటాడు.	80.0	en	telugu
The city has regular bus services to Udaipur, Banswara, Mandsaur, Neemuch, Indore, Bhopal, Dhar, Ujjain, Petlawad, Jhabua etc.	ఈ నగరానికి ఉడాయిపూర్, బంసవారా, మండ్సౌర్, నీముచ్, ఇండోర్, భోపాల్, ధార్, ఉజ్జయ్న్, పెటలావాద్, జబువా మొదలైన వాటికి సాధారణ బస్సు సేవలు ఉన్నాయి.	90.0	en	telugu
The European Union is Croatia's most important trading partner.	యూరోపియన్ యూనియన్ క్రొయేషియాకు అతి ముఖ్యమైన వాణిజ్య భాగస్వామి.	66.6666666666667	en	telugu
The Patna district is a part of Patna division.	పట్నా జిల్లా పట్నా విభాగం లో భాగం.	90.0	en	telugu
Peace returned to Mozambique, under the supervision of the ONUMOZ peacekeeping force of the United Nations.	ఐక్యరాజ్య సమితి శాంతి భద్రతా దళం ఒనుమోజ్ పర్యవేక్షణలో మొజాంబిక్కు శాంతి తిరిగి వచ్చింది.	85.0	en	telugu
Chemically pure water has an electrical conductivity of 0.055 μS/cm.	రసాయనంగా స్వచ్ఛమైన నీటిలో 0.055 μS/cm విద్యుత్ ప్రసరణ ఉంటుంది.	70.0	en	telugu
High permeability will allow fluids to move rapidly through rocks.	అధిక చొరవగలత వలన రక్తం ద్వారా ద్రవాలు వేగంగా కదులుతాయి.	80.0	en	telugu
It is not a good fixative when tissue ultrastructure must be preserved for electron microscopy.	ఎలక్ట్రాన్ మైక్రోస్కోపీ కోసం కణజాల అల్ట్రాస్ట్రక్చర్ను సంరక్షించాల్సినప్పుడు ఇది మంచి ఫిక్సిటివ్ కాదు.	70.0	en	telugu
